name,salary_from,salary_to,salary_currency,area_name,published_at
Специалист службы поддержки пользователей,45000,55000,RUR,Владивосток,2022-12-27T09:06:44+0300
Монтажник систем ГЛОНАСС мониторинга транспорта,40000,65000,RUR,Мурманск,2022-12-27T09:28:23+0300
Токарь-универсал,,45000,RUR,Чебоксары,2022-12-27T09:08:39+0300
Инженер-техник,68000,92000,RUR,Москва,2022-12-27T09:40:52+0300
Наладчик станков с ЧПУ,70000,,RUR,Самара,2022-12-27T09:56:29+0300
Дизайнер мебельного салона/стажер,60000,120000,RUR,Москва,2022-12-27T09:38:26+0300
Руководитель ИТ-отдела,120000,,RUR,Ижевск,2022-12-27T09:43:32+0300
Арт-директор,35000,,RUR,Новосибирск,2022-12-27T09:37:56+0300
Программист 1С,150000,200000,RUR,Екатеринбург,2022-12-27T09:41:49+0300
Системный аналитик (Middle),140000,,RUR,Москва,2022-12-27T09:58:41+0300
Аналитик продаж,,90000,RUR,Санкт-Петербург,2022-12-27T09:04:54+0300
Консультант 1С / Администратор 1С / Специалист технической поддержки 1С,100000,140000,RUR,Москва,2022-12-27T09:47:49+0300
Администратор сервисного центра,50000,70000,RUR,Москва,2022-12-27T09:28:30+0300
Токарь-универсал,35000,50000,RUR,Новочебоксарск,2022-12-27T09:09:26+0300
Монтажник слаботочных систем,200000,320000,KZT,Астана,2022-12-27T09:07:09+0300
Корреспондент,50000,,RUR,Новосибирск,2022-12-27T09:10:32+0300
Сервисный механик,30000,60000,RUR,Аксай (Ростовская область),2022-12-27T09:39:04+0300
Инженер-схемотехник,100000,,RUR,Санкт-Петербург,2022-12-27T09:07:44+0300
Токарь-универсал,,50000,RUR,Новочебоксарск,2022-12-27T09:53:20+0300
Токарь на авиазавод,100000,150000,RUR,Уфа,2022-12-27T09:06:52+0300
Электромонтер,40000,60000,RUR,Краснодар,2022-12-27T09:41:34+0300
Токарь-фрезеровщик/Подработка/Сделка,30000,50000,RUR,Уфа,2022-12-27T09:58:01+0300
Токарь-карусельщик,128000,,RUR,Курган,2022-12-27T09:37:40+0300
Инженер программист станка с ЧПУ,50000,,RUR,Кострома,2022-12-27T09:27:54+0300
Токарь-карусельщик,46000,,RUR,Брянск,2022-12-27T09:22:53+0300
Монтажник ВОЛС (монтаж линий связи),40000,100000,RUR,Краснодар,2022-12-27T09:52:00+0300
Оператор станка с ЧПУ (листогибочный пресс),80000,,RUR,Москва,2022-12-27T09:46:14+0300
Оператор станка плазменной резки,60000,,RUR,Екатеринбург,2022-12-27T09:29:47+0300
Оператор связи (телекоммуникации),40000,,RUR,Санкт-Петербург,2022-12-27T09:52:43+0300
Токарь-универсал,40000,,RUR,Самара,2022-12-27T09:50:09+0300
Специалист по ремонту топливной аппаратуры,45000,70000,RUR,Орловский,2022-12-27T09:39:04+0300
Специалист отдела технической поддержки,70000,,RUR,Красногорск,2022-12-27T09:21:50+0300
Тимлид (руководитель группы разработки),280000,,RUR,Москва,2022-12-27T09:48:31+0300
Оператор кромкооблицовочного станка,45000,65000,RUR,Фрязино,2022-12-27T09:38:50+0300
Техник ОПС,45000,,RUR,Тюмень,2022-12-27T09:29:31+0300
Сервисный инженер/наладчик станков с ЧПУ,80000,150000,RUR,Москва,2022-12-27T09:58:50+0300
Оператор кромкооблицовочного станка,45000,65000,RUR,Щелково,2022-12-27T09:38:34+0300
Инженер КИПиА,60000,75000,RUR,Рязань,2022-12-27T09:29:39+0300
Оператор станков сПУ,1200,3000,BYR,Минск,2022-12-27T09:15:28+0300
Токарь,50000,,RUR,Балахна,2022-12-27T09:16:52+0300
Главный механик (автогараж),70000,,RUR,Нижний Новгород,2022-12-27T09:06:14+0300
Ночной специалист технической поддержки 1я линия,40000,56000,RUR,Екатеринбург,2022-12-27T09:08:59+0300
Дизайнер-менеджер/стажер,60000,120000,RUR,Москва,2022-12-27T09:38:22+0300
Автомеханик,50000,,RUR,Березовский (Свердловская область),2022-12-27T09:00:18+0300
Инженер-программист,85000,,RUR,Воронеж,2022-12-27T09:17:31+0300
Механик по прессовому оборудованию,68000,,RUR,Наро-Фоминск,2022-12-27T09:15:06+0300
Ведущий специалист по технической защите,40000,50000,RUR,Вологда,2022-12-27T09:02:12+0300
Наладчик ТПА,45000,,RUR,Струнино,2022-12-27T09:50:11+0300
Радиомонтажник РЭА,45000,,RUR,Москва,2022-12-27T09:17:27+0300
Механик,40000,,RUR,Иваново (Ивановская область),2022-12-28T09:27:04+0300
Токарь,45000,75000,RUR,Омск,2022-12-27T09:44:20+0300
Монтажник слаботочных систем,50000,90000,RUR,Санкт-Петербург,2022-12-27T09:44:46+0300
Специалист по капитальному ремонту ДВС/Сервисный механик по кап.ремонту ДВС,45000,80000,RUR,Ростов-на-Дону,2022-12-27T09:39:04+0300
Главный эксперт по информационной безопасности,70000,,RUR,Томск,2022-12-27T09:39:06+0300
Токарь (Металообработка),80000,80000,RUR,Москва,2022-12-27T09:31:14+0300
Механик по прессовому оборудованию,68000,,RUR,Москва,2022-12-27T09:15:06+0300
Оператор гибочного пресса,50000,80000,RUR,Санкт-Петербург,2022-12-27T09:11:10+0300
PHP Developer (Bitrix24),,3000,BYR,Минск,2022-12-27T09:58:50+0300
Программист 1С (удаленно),90000,110000,RUR,Санкт-Петербург,2022-12-27T09:50:36+0300
Middle/Senior Go Developer,,1300000,KZT,Алматы,2022-12-27T09:54:12+0300
Программист 1C,180000,,RUR,Москва,2022-12-27T09:31:15+0300
Наладчик ТПА,45000,,RUR,Кольчугино,2022-12-27T09:50:11+0300
Оператор станков с ПУ,40000,60000,RUR,Тольятти,2022-12-27T09:58:42+0300
Оператор-наладчик токарного станка,85000,,RUR,Санкт-Петербург,2022-12-27T09:24:42+0300
Технический писатель,,60000,RUR,Новосибирск,2022-12-27T09:45:34+0300
Специалист по видеонаблюдению,700,,BYR,Могилев,2022-12-27T09:13:17+0300
Продакт-менеджер/категорийный менеджер,80000,200000,RUR,Екатеринбург,2022-12-27T09:05:02+0300
Разработчик 1С (Розница),120000,,RUR,Егорьевск,2022-12-27T09:21:41+0300
Продуктовый аналитик,150000,,RUR,Москва,2022-12-27T09:33:31+0300
Специалист голосовой поддержки пользователей,33200,46400,RUR,Тамбов,2022-12-27T09:58:53+0300
Программист 1С,10000000,,UZS,Ташкент,2022-12-27T09:01:41+0300
Frontend-разработчик (Angular),150000,,RUR,Ростов-на-Дону,2022-12-27T09:51:55+0300
Механик по ремонту платежных систем,,52000,RUR,Люберцы,2022-12-27T09:41:49+0300
"Инженер-программист, Linux",130000,,RUR,Москва,2022-12-27T09:12:48+0300
Механик по ремонту кофейных автоматов / кофемашин,50000,70000,RUR,Люберцы,2022-12-27T09:41:39+0300
Фрезеровщик,1200,2000,BYR,Витебск,2022-12-27T09:22:07+0300
Менеджер проектов IT-решений,60000,200000,RUR,Екатеринбург,2022-12-27T09:05:26+0300
Механик по ремонту кофейных автоматов / кофемашин,50000,70000,RUR,Котельники,2022-12-27T09:41:35+0300
Ведущий BIM-менеджер,160000,,RUR,Москва,2022-12-27T09:02:38+0300
Инженер-механик по грузоподъёмному оборудованию,70000,93000,RUR,Лобня,2022-12-27T09:36:18+0300
Специалист голосовой поддержки пользователей,33200,46400,RUR,Пенза,2022-12-27T09:58:42+0300
Монтажник холодильного оборудования,1800,,BYR,Минск,2022-12-27T09:50:33+0300
Электромеханик по холодильному и технологическому оборудованию,80000,,RUR,Санкт-Петербург,2022-12-27T09:09:17+0300
Менеджер проектов,80000,,RUR,Екатеринбург,2022-12-27T09:02:21+0300
Специалист отдела технической поддержки,35000,50000,RUR,Краснодар,2022-12-27T09:09:27+0300
Токарь,40000,55000,RUR,Пермь,2022-12-27T09:48:48+0300
Помощник специалиста (отдел мерчендайзинга),35600,47200,RUR,Воронеж,2022-12-27T09:30:41+0300
Главный портфельный аналитик,,220000,RUR,Москва,2022-12-27T09:54:36+0300
Механик по прессовому оборудованию,68000,,RUR,Чехов,2022-12-27T09:15:06+0300
